GCId,Type,Cause,UsedHeap,PauseTime
3292,ParallelScavenge,Allocation Failure,34179960,3491370
3293,ParallelScavenge,Allocation Failure,34208648,1941157
3294,ParallelScavenge,Allocation Failure,34225032,3136238
3295,ParallelScavenge,Allocation Failure,34249608,2371090
3296,ParallelScavenge,Allocation Failure,34274184,1095898
3297,ParallelScavenge,Allocation Failure,34306952,1827706
3298,ParallelScavenge,Allocation Failure,34356104,1801545
3299,ParallelScavenge,Allocation Failure,34388872,3304310
3300,ParallelScavenge,Allocation Failure,34372488,3162050
3301,ParallelScavenge,Allocation Failure,34462600,2892741
3302,ParallelScavenge,Allocation Failure,34413448,2029655
3303,ParallelScavenge,Allocation Failure,34364296,1144187
3304,ParallelScavenge,Allocation Failure,34495368,2479793
3305,ParallelScavenge,Allocation Failure,34446216,2011175
3306,ParallelScavenge,Allocation Failure,34503560,1113573
3307,ParallelScavenge,Allocation Failure,34528136,3396705
3308,ParallelScavenge,Allocation Failure,34552712,2486517
3309,ParallelScavenge,Allocation Failure,34536328,1167227
3310,ParallelScavenge,Allocation Failure,34593672,1358573
3311,ParallelScavenge,Allocation Failure,34651016,1901607
3312,ParallelScavenge,Allocation Failure,34634632,1144755
3313,ParallelScavenge,Allocation Failure,34683784,2091652
3314,ParallelScavenge,Allocation Failure,34651016,1264358
3315,ParallelScavenge,Allocation Failure,34634632,1124928
3316,ParallelScavenge,Allocation Failure,34667400,1076528
3317,ParallelScavenge,Allocation Failure,34700168,3167665
3318,ParallelScavenge,Allocation Failure,34667400,3023080
3319,ParallelScavenge,Allocation Failure,34716552,2428283
3320,ParallelScavenge,Allocation Failure,34741128,2706812
3321,ParallelScavenge,Allocation Failure,34741128,2007582
3322,ParallelScavenge,Allocation Failure,34741128,1088083
3323,ParallelScavenge,Allocation Failure,34814848,1165821
3324,ParallelScavenge,Allocation Failure,34872200,1161072
3325,ParallelScavenge,Allocation Failure,34839432,2562203
3326,ParallelScavenge,Allocation Failure,34872200,2290900
3327,ParallelScavenge,Allocation Failure,34855816,2890490
3328,ParallelScavenge,Allocation Failure,34872200,1244596
3329,ParallelScavenge,Allocation Failure,34937736,1723332
3330,ParallelScavenge,Allocation Failure,34921352,2128560
3331,ParallelScavenge,Allocation Failure,34945928,3210215
3332,ParallelScavenge,Allocation Failure,34962312,3631729
3333,ParallelScavenge,Allocation Failure,34986888,3200155
3334,ParallelScavenge,Allocation Failure,34986888,3403730
3335,ParallelScavenge,Allocation Failure,35036040,1468240
3336,ParallelScavenge,Allocation Failure,35085192,1173172
3337,ParallelScavenge,Allocation Failure,35109768,3156765
3338,ParallelScavenge,Allocation Failure,35093384,3375475
3339,ParallelScavenge,Allocation Failure,35109768,3257935
3340,ParallelScavenge,Allocation Failure,35093384,3128126
3341,ParallelScavenge,Allocation Failure,35109768,1245897
3342,ParallelScavenge,Allocation Failure,35158920,1144207
3343,ParallelScavenge,Allocation Failure,35216264,2976577
3344,ParallelScavenge,Allocation Failure,35249032,1804780
3345,ParallelScavenge,Allocation Failure,35232648,1622432
3346,ParallelScavenge,Allocation Failure,35289992,1799310
3347,ParallelScavenge,Allocation Failure,35314568,3261320
3348,ParallelScavenge,Allocation Failure,35306376,1048213
3349,ParallelScavenge,Allocation Failure,35322760,3170475
3350,ParallelScavenge,Allocation Failure,35339144,2701770
3351,ParallelScavenge,Allocation Failure,35355528,3064505
3352,ParallelScavenge,Allocation Failure,35371912,1596295
3353,ParallelScavenge,Allocation Failure,35355528,3252115
3354,ParallelScavenge,Allocation Failure,35445640,3286578
3355,ParallelScavenge,Allocation Failure,35437448,1651778
3356,ParallelScavenge,Allocation Failure,35421064,3198398
3357,ParallelScavenge,Allocation Failure,35470216,2864852
3358,ParallelScavenge,Allocation Failure,35527560,1206813
3359,ParallelScavenge,Allocation Failure,35519368,1102911
3360,ParallelScavenge,Allocation Failure,35535752,2596650
3361,ParallelScavenge,Allocation Failure,35560328,1283992
3362,ParallelScavenge,Allocation Failure,35617672,1596727
3363,ParallelScavenge,Allocation Failure,35609480,2038065
3364,ParallelScavenge,Allocation Failure,35593096,1242572
3365,ParallelScavenge,Allocation Failure,35683208,1990467
3366,ParallelScavenge,Allocation Failure,35650440,3438950
3367,ParallelScavenge,Allocation Failure,35617672,1120005
3368,ParallelScavenge,Allocation Failure,35715976,1649499
3369,ParallelScavenge,Allocation Failure,35732360,1063528
3370,ParallelScavenge,Allocation Failure,35748744,2544648
3371,ParallelScavenge,Allocation Failure,35748744,1801922
3372,ParallelScavenge,Allocation Failure,35740552,1095115
3373,ParallelScavenge,Allocation Failure,35756936,2034622
3374,ParallelScavenge,Allocation Failure,35756936,2434392
3375,ParallelScavenge,Allocation Failure,35724168,1184717
3376,ParallelScavenge,Allocation Failure,35773320,1136795
3377,ParallelScavenge,Allocation Failure,35773320,3611915
3378,ParallelScavenge,Allocation Failure,35806088,3192285
3379,ParallelScavenge,Allocation Failure,35822472,1070242
3380,ParallelScavenge,Allocation Failure,35847048,3182555
3381,ParallelScavenge,Allocation Failure,35863432,3496170
3382,ParallelScavenge,Allocation Failure,35896200,1185027
3383,ParallelScavenge,Allocation Failure,35888008,3480980
3384,ParallelScavenge,Allocation Failure,35912584,2982630
3385,ParallelScavenge,Allocation Failure,35920776,3200605
3386,ParallelScavenge,Allocation Failure,36019080,3148520
3387,ParallelScavenge,Allocation Failure,36002696,1432468
3388,ParallelScavenge,Allocation Failure,36019080,1192106
3389,ParallelScavenge,Allocation Failure,36010888,2875425
3390,ParallelScavenge,Allocation Failure,36068232,2845666
3391,ParallelScavenge,Allocation Failure,36125576,3623615
3392,ParallelScavenge,Allocation Failure,36076424,1166577
3393,ParallelScavenge,Allocation Failure,36158344,1987645
3394,ParallelScavenge,Allocation Failure,36109192,1578271
3395,ParallelScavenge,Allocation Failure,36199304,1158346
3396,ParallelScavenge,Allocation Failure,36215688,2484629
3397,ParallelScavenge,Allocation Failure,36166536,3026955
3398,ParallelScavenge,Allocation Failure,36248456,2557966
3399,ParallelScavenge,Allocation Failure,36240264,3161455
3400,ParallelScavenge,Allocation Failure,36264840,1596881
3401,ParallelScavenge,Allocation Failure,36281224,2955820
3402,ParallelScavenge,Allocation Failure,36264840,1641695
3403,ParallelScavenge,Allocation Failure,36354952,3292595
3404,ParallelScavenge,Allocation Failure,36371336,2167122
3405,ParallelScavenge,Allocation Failure,36363144,3133145
3406,ParallelScavenge,Allocation Failure,36387720,1193967
3407,ParallelScavenge,Allocation Failure,36412296,1547540
3408,ParallelScavenge,Allocation Failure,36428680,1221824
3409,ParallelScavenge,Allocation Failure,36461448,2644500
3410,ParallelScavenge,Allocation Failure,36486024,2667750
3411,ParallelScavenge,Allocation Failure,36535176,1202623
3412,ParallelScavenge,Allocation Failure,36526984,1998057
3413,ParallelScavenge,Allocation Failure,36543368,1153240
3414,ParallelScavenge,Allocation Failure,36600712,2770762
3415,ParallelScavenge,Allocation Failure,36535176,1443705
3416,ParallelScavenge,Allocation Failure,36592520,3260478
3417,ParallelScavenge,Allocation Failure,36576136,1190958
3418,ParallelScavenge,Allocation Failure,36640808,3316530
3419,ParallelScavenge,Allocation Failure,36666248,3006924
3420,ParallelScavenge,Allocation Failure,36715400,1102983
3421,ParallelScavenge,Allocation Failure,36715400,3590155
3422,ParallelScavenge,Allocation Failure,36731784,1367541
3423,ParallelScavenge,Allocation Failure,36780936,1081441
3424,ParallelScavenge,Allocation Failure,36797320,1711180
3425,ParallelScavenge,Allocation Failure,36797320,1903070
3426,ParallelScavenge,Allocation Failure,36780936,2765423
3427,ParallelScavenge,Allocation Failure,36871048,2922382
3428,ParallelScavenge,Allocation Failure,36854664,1389963
3429,ParallelScavenge,Allocation Failure,36846472,1147218
3430,ParallelScavenge,Allocation Failure,36895624,4483035
3431,ParallelScavenge,Allocation Failure,36846472,3130862
3432,ParallelScavenge,Allocation Failure,36903816,3189968
3433,ParallelScavenge,Allocation Failure,36961160,2999615
3434,ParallelScavenge,Allocation Failure,36952968,1496678
3435,ParallelScavenge,Allocation Failure,37002120,1179887
3436,ParallelScavenge,Allocation Failure,37026696,3879421
3437,ParallelScavenge,Allocation Failure,37075848,1070426
3438,ParallelScavenge,Allocation Failure,37059464,1619486
3439,ParallelScavenge,Allocation Failure,37075848,1421753
3440,ParallelScavenge,Allocation Failure,37059464,3121620
3441,ParallelScavenge,Allocation Failure,37108616,3349935
3442,ParallelScavenge,Allocation Failure,37092232,1264283
3443,ParallelScavenge,Allocation Failure,37149576,3459035
3444,ParallelScavenge,Allocation Failure,37165960,3267625
3445,ParallelScavenge,Allocation Failure,37182344,2871280
3446,ParallelScavenge,Allocation Failure,37206920,2941257
3447,ParallelScavenge,Allocation Failure,37223304,1295377
3448,ParallelScavenge,Allocation Failure,37272456,1121822
3449,ParallelScavenge,Allocation Failure,37256072,1738545
3450,ParallelScavenge,Allocation Failure,37280648,3044145
3451,ParallelScavenge,Allocation Failure,37305224,1723487
3452,ParallelScavenge,Allocation Failure,37321608,3161015
3453,ParallelScavenge,Allocation Failure,37305224,1236227
3454,ParallelScavenge,Allocation Failure,37403528,1040925
3455,ParallelScavenge,Allocation Failure,37428104,1656033
3456,ParallelScavenge,Allocation Failure,37411720,1623312
3457,ParallelScavenge,Allocation Failure,37411720,3162025
3458,ParallelScavenge,Allocation Failure,37411720,3431475
3459,ParallelScavenge,Allocation Failure,37428104,1285528
3460,ParallelScavenge,Allocation Failure,37460872,2219463
3461,ParallelScavenge,Allocation Failure,37518216,1668975
3462,ParallelScavenge,Allocation Failure,37559176,2496874
3463,ParallelScavenge,Allocation Failure,37550984,1690820
3464,ParallelScavenge,Allocation Failure,37600136,2996517
3465,ParallelScavenge,Allocation Failure,37583752,1814035
3466,ParallelScavenge,Allocation Failure,37567368,2469633
3467,ParallelScavenge,Allocation Failure,37583752,1904042
3468,ParallelScavenge,Allocation Failure,37673864,1262786
3469,ParallelScavenge,Allocation Failure,37698440,3629315
3470,ParallelScavenge,Allocation Failure,37682056,1892377
3471,ParallelScavenge,Allocation Failure,37731208,3402965
3472,ParallelScavenge,Allocation Failure,37714824,1804852
3473,ParallelScavenge,Allocation Failure,37763976,3170805
3474,ParallelScavenge,Allocation Failure,37714824,1160623
3475,ParallelScavenge,Allocation Failure,37763976,1088341
3476,ParallelScavenge,Allocation Failure,37813128,1536485
3477,ParallelScavenge,Allocation Failure,37804936,3004814
3478,ParallelScavenge,Allocation Failure,37829512,3468125
3479,ParallelScavenge,Allocation Failure,37813128,2987356
3480,ParallelScavenge,Allocation Failure,37862280,2823683
3481,ParallelScavenge,Allocation Failure,37878664,2555436
3482,ParallelScavenge,Allocation Failure,37862280,1892815
3483,ParallelScavenge,Allocation Failure,37960584,3162745
3484,ParallelScavenge,Allocation Failure,37944200,2769069
3485,ParallelScavenge,Allocation Failure,37993352,1400501
3486,ParallelScavenge,Allocation Failure,37976968,1859582
3487,ParallelScavenge,Allocation Failure,38026120,1761704
3488,ParallelScavenge,Allocation Failure,38009736,3190930
3489,ParallelScavenge,Allocation Failure,38026120,2966908
3490,ParallelScavenge,Allocation Failure,38083464,3266190
3491,ParallelScavenge,Allocation Failure,38075272,2592792
3492,ParallelScavenge,Allocation Failure,38099848,1176566
3493,ParallelScavenge,Allocation Failure,38116232,1130492
3494,ParallelScavenge,Allocation Failure,38132616,3026680
3495,ParallelScavenge,Allocation Failure,38157192,3463540
3496,ParallelScavenge,Allocation Failure,38173576,1977477
3497,ParallelScavenge,Allocation Failure,38206344,1553835
3498,ParallelScavenge,Allocation Failure,38157192,1324450
3499,ParallelScavenge,Allocation Failure,38239112,1160772
3500,ParallelScavenge,Allocation Failure,38255496,2843123
3501,ParallelScavenge,Allocation Failure,38255496,1273462
3502,ParallelScavenge,Allocation Failure,38288264,2061255
3503,ParallelScavenge,Allocation Failure,38345608,1308635
3504,ParallelScavenge,Allocation Failure,38329224,1208470
3505,ParallelScavenge,Allocation Failure,38329224,1876510
3506,ParallelScavenge,Allocation Failure,38329224,1364926
3507,ParallelScavenge,Allocation Failure,38329224,1481391
3508,ParallelScavenge,Allocation Failure,38361992,3418835
3509,ParallelScavenge,Allocation Failure,38394760,1263405
3510,ParallelScavenge,Allocation Failure,38378376,1834687
3511,ParallelScavenge,Allocation Failure,38394760,1212883
3512,ParallelScavenge,Allocation Failure,38411144,1149542
3513,ParallelScavenge,Allocation Failure,38378376,1114373
3514,ParallelScavenge,Allocation Failure,38443912,3262410
3515,ParallelScavenge,Allocation Failure,38443912,1271498
3516,ParallelScavenge,Allocation Failure,38460296,2545820
3517,ParallelScavenge,Allocation Failure,38493064,3262374
3518,ParallelScavenge,Allocation Failure,38476680,1195957
3519,ParallelScavenge,Allocation Failure,38517640,1144103
3520,ParallelScavenge,Allocation Failure,38574984,3515170
3521,ParallelScavenge,Allocation Failure,38542216,3457315
3522,ParallelScavenge,Allocation Failure,38566792,3136770
3523,ParallelScavenge,Allocation Failure,38591368,2610837
3524,ParallelScavenge,Allocation Failure,38599560,1300208
3525,ParallelScavenge,Allocation Failure,38632328,2620545
3526,ParallelScavenge,Allocation Failure,38656904,1687420
3527,ParallelScavenge,Allocation Failure,38689672,2766776
3528,ParallelScavenge,Allocation Failure,38722440,1478502
3529,ParallelScavenge,Allocation Failure,38755208,2903424
3530,ParallelScavenge,Allocation Failure,38771592,1516616
3531,ParallelScavenge,Allocation Failure,38812552,1125154
3532,ParallelScavenge,Allocation Failure,38828936,1144583
3533,ParallelScavenge,Allocation Failure,38820744,3027568
3534,ParallelScavenge,Allocation Failure,38787976,3117394
3535,ParallelScavenge,Allocation Failure,38837128,3018880
3536,ParallelScavenge,Allocation Failure,38861704,1036517
3537,ParallelScavenge,Allocation Failure,38927240,3579700
3538,ParallelScavenge,Allocation Failure,38910856,3170630
3539,ParallelScavenge,Allocation Failure,38927240,1181199
3540,ParallelScavenge,Allocation Failure,38984584,2917729
3541,ParallelScavenge,Allocation Failure,39009160,2494936
3542,ParallelScavenge,Allocation Failure,38992776,1623261
3543,ParallelScavenge,Allocation Failure,38976392,3107485
3544,ParallelScavenge,Allocation Failure,39025544,1643147
3545,ParallelScavenge,Allocation Failure,39082888,3060866
3546,ParallelScavenge,Allocation Failure,39074696,1177410
3547,ParallelScavenge,Allocation Failure,39091080,3329165
3548,ParallelScavenge,Allocation Failure,39107464,1179226
3549,ParallelScavenge,Allocation Failure,39123848,1824266
3550,ParallelScavenge,Allocation Failure,39140232,3242840
3551,ParallelScavenge,Allocation Failure,39156616,3324598
3552,ParallelScavenge,Allocation Failure,39181192,3137350
3553,ParallelScavenge,Allocation Failure,39197576,3233364
3554,ParallelScavenge,Allocation Failure,39222152,1131920
3555,ParallelScavenge,Allocation Failure,39271304,1727267
3556,ParallelScavenge,Allocation Failure,39271304,1211298
3557,ParallelScavenge,Allocation Failure,39328648,2891093
3558,ParallelScavenge,Allocation Failure,39312264,1073512
3559,ParallelScavenge,Allocation Failure,39336840,1193692
3560,ParallelScavenge,Allocation Failure,39353224,1723917
3561,ParallelScavenge,Allocation Failure,39385992,2011154
3562,ParallelScavenge,Allocation Failure,39353224,3081071
3563,ParallelScavenge,Allocation Failure,39376976,3171865
3564,ParallelScavenge,Allocation Failure,39394184,3036323
3565,ParallelScavenge,Allocation Failure,39426952,3207211
3566,ParallelScavenge,Allocation Failure,39451528,1114629
3567,ParallelScavenge,Allocation Failure,39508872,1742415
3568,ParallelScavenge,Allocation Failure,39467912,1093283
3569,ParallelScavenge,Allocation Failure,39525256,3579740
3570,ParallelScavenge,Allocation Failure,39549832,1140708
3571,ParallelScavenge,Allocation Failure,39598984,3081780
3572,ParallelScavenge,Allocation Failure,39590792,1129975
3573,ParallelScavenge,Allocation Failure,39615368,1461275
3574,ParallelScavenge,Allocation Failure,39598984,1557693
3575,ParallelScavenge,Allocation Failure,39689096,3291039
3576,ParallelScavenge,Allocation Failure,39656328,1359446
3577,ParallelScavenge,Allocation Failure,39689096,3506540
3578,ParallelScavenge,Allocation Failure,39672712,1295166
3579,ParallelScavenge,Allocation Failure,39730056,3220670
3580,ParallelScavenge,Allocation Failure,39713280,1208912
3581,ParallelScavenge,Allocation Failure,39795592,3339085
3582,ParallelScavenge,Allocation Failure,39779208,2367386
3583,ParallelScavenge,Allocation Failure,39795592,2423895
3584,ParallelScavenge,Allocation Failure,39820168,3181450
3585,ParallelScavenge,Allocation Failure,39877512,3154821
3586,ParallelScavenge,Allocation Failure,39861128,2980453
3587,ParallelScavenge,Allocation Failure,39877512,2271183
3588,ParallelScavenge,Allocation Failure,39926664,1715051
3589,ParallelScavenge,Allocation Failure,39910280,1647942
3590,ParallelScavenge,Allocation Failure,39959432,3192525
3591,ParallelScavenge,Allocation Failure,39951240,1372421
3592,ParallelScavenge,Allocation Failure,39967624,3206050
3593,ParallelScavenge,Allocation Failure,39992200,1292300
3594,ParallelScavenge,Allocation Failure,40041352,4818510
3595,ParallelScavenge,Allocation Failure,39959432,3355570
3596,ParallelScavenge,Allocation Failure,40041352,1207432
3597,ParallelScavenge,Allocation Failure,40057736,1081108
3598,ParallelScavenge,Allocation Failure,40074120,2694935
3599,ParallelScavenge,Allocation Failure,40098696,3545333
3600,ParallelScavenge,Allocation Failure,40123272,1633065
3601,ParallelScavenge,Allocation Failure,40139656,1728495
3602,ParallelScavenge,Allocation Failure,40156040,3226100
3603,ParallelScavenge,Allocation Failure,40180616,2545679
3604,ParallelScavenge,Allocation Failure,40246152,1733602
3605,ParallelScavenge,Allocation Failure,40237960,3550056
3606,ParallelScavenge,Allocation Failure,40254344,1112933
3607,ParallelScavenge,Allocation Failure,40303496,2897847
3608,ParallelScavenge,Allocation Failure,40254344,1355398
3609,ParallelScavenge,Allocation Failure,40336264,2918938
3610,ParallelScavenge,Allocation Failure,40319880,2726529
3611,ParallelScavenge,Allocation Failure,40336264,2996133
3612,ParallelScavenge,Allocation Failure,40352648,3217718
3613,ParallelScavenge,Allocation Failure,40377224,1776287
3614,ParallelScavenge,Allocation Failure,40393608,2662848
3615,ParallelScavenge,Allocation Failure,40442760,2020740
3616,ParallelScavenge,Allocation Failure,40434568,2896420
3617,ParallelScavenge,Allocation Failure,40450952,1861855
3618,ParallelScavenge,Allocation Failure,40508296,1770506
3619,ParallelScavenge,Allocation Failure,40491912,3281998
3620,ParallelScavenge,Allocation Failure,40516488,1285065
3621,ParallelScavenge,Allocation Failure,40565640,3158845
3622,ParallelScavenge,Allocation Failure,40582024,1718077
3623,ParallelScavenge,Allocation Failure,40565640,2127021
3624,ParallelScavenge,Allocation Failure,40582024,1803875
3625,ParallelScavenge,Allocation Failure,40573832,1567214
3626,ParallelScavenge,Allocation Failure,40622984,3323160
3627,ParallelScavenge,Allocation Failure,40614792,1646857
3628,ParallelScavenge,Allocation Failure,40672136,3120866
3629,ParallelScavenge,Allocation Failure,40688520,1131626
3630,ParallelScavenge,Allocation Failure,40713096,1491686
3631,ParallelScavenge,Allocation Failure,40737672,3573795
3632,ParallelScavenge,Allocation Failure,40754056,1109922
3633,ParallelScavenge,Allocation Failure,40770440,2167300
3634,ParallelScavenge,Allocation Failure,40795016,3213895
3635,ParallelScavenge,Allocation Failure,40819592,2131980
3636,ParallelScavenge,Allocation Failure,40835976,1813915
3637,ParallelScavenge,Allocation Failure,40901512,1800717
3638,ParallelScavenge,Allocation Failure,40901512,2652515
3639,ParallelScavenge,Allocation Failure,40917896,3348300
3640,ParallelScavenge,Allocation Failure,40901512,1217823
3641,ParallelScavenge,Allocation Failure,40950664,1166066
3642,ParallelScavenge,Allocation Failure,41008008,1155320
3643,ParallelScavenge,Allocation Failure,41024392,1288665
3644,ParallelScavenge,Allocation Failure,41024392,2753787
3645,ParallelScavenge,Allocation Failure,41024392,1324041
3646,ParallelScavenge,Allocation Failure,41016200,3040980
3647,ParallelScavenge,Allocation Failure,41048968,3306180
3648,ParallelScavenge,Allocation Failure,41032584,1185268
3649,ParallelScavenge,Allocation Failure,41098120,1114346
3650,ParallelScavenge,Allocation Failure,41089928,2029577
3651,ParallelScavenge,Allocation Failure,41081736,2732928
3652,ParallelScavenge,Allocation Failure,41163656,3082377
3653,ParallelScavenge,Allocation Failure,41147272,1178528
3654,ParallelScavenge,Allocation Failure,41171848,1459432
3655,ParallelScavenge,Allocation Failure,41229192,3469715
3656,ParallelScavenge,Allocation Failure,41180040,3130640
3657,ParallelScavenge,Allocation Failure,41286536,3305195
3658,ParallelScavenge,Allocation Failure,41270152,2911115
3659,ParallelScavenge,Allocation Failure,41294728,3417660
3660,ParallelScavenge,Allocation Failure,41311112,3175925
3661,ParallelScavenge,Allocation Failure,41335688,1865329
3662,ParallelScavenge,Allocation Failure,41352072,1375945
3663,ParallelScavenge,Allocation Failure,41368456,3114835
3664,ParallelScavenge,Allocation Failure,41393032,2907215
3665,ParallelScavenge,Allocation Failure,41442184,1528731
3666,ParallelScavenge,Allocation Failure,41433992,3226795
3667,ParallelScavenge,Allocation Failure,41450376,3237963
3668,ParallelScavenge,Allocation Failure,41466760,1361046
3669,ParallelScavenge,Allocation Failure,41450376,1653330
3670,ParallelScavenge,Allocation Failure,41499528,2544037
3671,ParallelScavenge,Allocation Failure,41548680,1844040
3672,ParallelScavenge,Allocation Failure,41540488,1762522
3673,ParallelScavenge,Allocation Failure,41589640,2573905
3674,ParallelScavenge,Allocation Failure,41589640,2728073
3675,ParallelScavenge,Allocation Failure,41614216,1122827
3676,ParallelScavenge,Allocation Failure,41638792,2941936
3677,ParallelScavenge,Allocation Failure,41655176,3565868
3678,ParallelScavenge,Allocation Failure,41671560,3410035
3679,ParallelScavenge,Allocation Failure,41671560,1815200
3680,ParallelScavenge,Allocation Failure,41753280,3477805
3681,ParallelScavenge,Allocation Failure,41704328,3159594
3682,ParallelScavenge,Allocation Failure,41761672,1169356
3683,ParallelScavenge,Allocation Failure,41819016,1159730
3684,ParallelScavenge,Allocation Failure,41802632,1046346
3685,ParallelScavenge,Allocation Failure,41868168,1931187
3686,ParallelScavenge,Allocation Failure,41851784,2563291
3687,ParallelScavenge,Allocation Failure,41909128,3135150
3688,ParallelScavenge,Allocation Failure,41892744,1401713
3689,ParallelScavenge,Allocation Failure,41876360,1501900
3690,ParallelScavenge,Allocation Failure,41941896,1819147
3691,ParallelScavenge,Allocation Failure,41991048,2205687
3692,ParallelScavenge,Allocation Failure,41941896,1199100
3693,ParallelScavenge,Allocation Failure,41991048,1356806
3694,ParallelScavenge,Allocation Failure,41991048,3235300
3695,ParallelScavenge,Allocation Failure,41991048,1612047
3696,ParallelScavenge,Allocation Failure,42048392,3759330
3697,ParallelScavenge,Allocation Failure,41999240,2300353
3698,ParallelScavenge,Allocation Failure,42097544,2677980
3699,ParallelScavenge,Allocation Failure,42064776,1318255
3700,ParallelScavenge,Allocation Failure,42113928,3255040
3701,ParallelScavenge,Allocation Failure,42130312,2102071
3702,ParallelScavenge,Allocation Failure,42154888,2583133
3703,ParallelScavenge,Allocation Failure,42171272,3150930
3704,ParallelScavenge,Allocation Failure,42187656,2944883
3705,ParallelScavenge,Allocation Failure,42245000,1698791
3706,ParallelScavenge,Allocation Failure,42236808,3485173
3707,ParallelScavenge,Allocation Failure,42253192,3075501
3708,ParallelScavenge,Allocation Failure,42285960,2701894
3709,ParallelScavenge,Allocation Failure,42335112,1367614
3710,ParallelScavenge,Allocation Failure,42318728,2001273
3711,ParallelScavenge,Allocation Failure,42367880,2928063
3712,ParallelScavenge,Allocation Failure,42351496,3648760
3713,ParallelScavenge,Allocation Failure,42367880,3115722
3714,ParallelScavenge,Allocation Failure,42400648,3088660
3715,ParallelScavenge,Allocation Failure,42466184,3181800
3716,ParallelScavenge,Allocation Failure,42449800,2261296
3717,ParallelScavenge,Allocation Failure,42466184,2999921
3718,ParallelScavenge,Allocation Failure,42482568,1906742
3719,ParallelScavenge,Allocation Failure,42531720,1217241
3720,ParallelScavenge,Allocation Failure,42556296,2138985
3721,ParallelScavenge,Allocation Failure,42539912,2027002
3722,ParallelScavenge,Allocation Failure,42597256,1591191
3723,ParallelScavenge,Allocation Failure,42613640,1845722
3724,ParallelScavenge,Allocation Failure,42613640,1231695
3725,ParallelScavenge,Allocation Failure,42597256,2670978
3726,ParallelScavenge,Allocation Failure,42646408,1161352
3727,ParallelScavenge,Allocation Failure,42662792,2502006
3728,ParallelScavenge,Allocation Failure,42679176,1623698
3729,ParallelScavenge,Allocation Failure,42728328,3236325
3730,ParallelScavenge,Allocation Failure,42711944,3143846
3731,ParallelScavenge,Allocation Failure,42736520,1110802
3732,ParallelScavenge,Allocation Failure,42761096,2950545
3733,ParallelScavenge,Allocation Failure,42793864,1831765
3734,ParallelScavenge,Allocation Failure,42851208,3147135
3735,ParallelScavenge,Allocation Failure,42802056,1168097
3736,ParallelScavenge,Allocation Failure,42883976,2680467
3737,ParallelScavenge,Allocation Failure,42867592,1314868
3738,ParallelScavenge,Allocation Failure,42883976,1224421
3739,ParallelScavenge,Allocation Failure,42867592,3133815
3740,ParallelScavenge,Allocation Failure,42924936,3271390
3741,ParallelScavenge,Allocation Failure,42941320,3337640
3742,ParallelScavenge,Allocation Failure,43006856,3583570
